size,k,ngroups,rhat
20,1,2,18.999999999999996
20,2,2,20.53733027746664
20,3,2,18.999999999999996
20,4,2,23.54713539485949
20,5,2,24.686334167879565
20,6,2,20.53733027746664
20,7,2,18.999999999999996
20,8,2,23.54713539485949
20,9,2,18.999999999999996
20,10,2,28.784708188656435
20,11,2,18.999999999999996
20,12,2,23.54713539485949
20,13,2,18.999999999999996
20,14,2,20.53733027746664
20,15,2,24.686334167879565
20,16,2,23.54713539485949
20,17,2,18.999999999999996
20,18,2,20.53733027746664
20,19,2,18.999999999999996
20,20,1,38.00000000000001
20,21,2,18.999999999999996
20,22,2,20.53733027746664
20,23,2,19.052925201741235
20,24,2,23.54713539485949
20,25,2,24.686334167879565
20,26,2,20.53733027746664
20,27,2,19.340855718701366
20,28,2,23.54713539485949
20,29,2,19.498885988194402
20,30,2,28.784708188656435
20,31,2,19.692598143318147
20,32,2,23.54713539485949
20,33,2,19.692598143318147
20,34,2,20.53733027746664
20,35,2,24.686334167879565
20,36,2,23.54713539485949
20,37,2,20.205298973431464
20,38,2,20.53733027746664
20,39,2,20.205298973431464
20,40,1,38.00000000000001
20,41,2,20.53733027746664
20,42,2,20.53733027746664
20,43,2,20.53733027746664
20,44,2,23.54713539485949
20,45,2,24.686334167879565
20,46,2,20.932430546718837
20,47,2,20.932430546718837
20,48,2,23.54713539485949
20,49,2,20.932430546718837
20,50,2,28.784708188656435
20,51,2,21.40469346640415
20,52,2,23.54713539485949
20,53,2,21.40469346640415
20,54,2,21.40469346640415
20,55,2,24.686334167879565
20,56,2,23.54713539485949
20,57,2,21.40469346640415
20,58,2,21.974405535397423
20,59,2,21.974405535397423
20,60,1,38.00000000000001
20,61,2,21.974405535397423
20,62,2,21.974405535397423
20,63,2,21.974405535397423
20,64,2,23.54713539485949
20,65,2,24.686334167879565
20,66,2,21.974405535397423
20,67,2,22.672153460223353
20,68,2,23.54713539485949
20,69,2,22.672153460223353
20,70,2,28.784708188656435
20,71,2,22.672153460223353
20,72,2,23.54713539485949
20,73,2,22.672153460223353
20,74,2,22.672153460223353
20,75,2,24.686334167879565
20,76,2,23.54713539485949
20,77,2,22.672153460223353
20,78,2,22.672153460223353
20,79,2,22.672153460223353
20,80,1,38.00000000000001
20,81,2,23.54713539485949
20,82,2,23.54713539485949
20,83,2,23.54713539485949
20,84,2,23.54713539485949
20,85,2,24.686334167879565
20,86,2,23.54713539485949
20,87,2,23.54713539485949
20,88,2,23.54713539485949
20,89,2,23.54713539485949
20,90,2,28.784708188656435
20,91,2,23.54713539485949
20,92,2,23.54713539485949
20,93,2,23.54713539485949
20,94,2,23.54713539485949
20,95,2,24.686334167879565
20,96,2,23.54713539485949
20,97,2,23.54713539485949
20,98,2,23.54713539485949
20,99,2,23.54713539485949
20,100,1,38.00000000000001
20,101,2,24.686334167879565
20,102,2,24.686334167879565
20,103,2,24.686334167879565
20,104,2,24.686334167879565
20,105,2,24.686334167879565
20,106,2,24.686334167879565
20,107,2,24.686334167879565
20,108,2,24.686334167879565
20,109,2,24.686334167879565
20,110,2,28.784708188656435
20,111,2,24.686334167879565
20,112,2,24.686334167879565
20,113,2,24.686334167879565
20,114,2,24.686334167879565
20,115,2,24.686334167879565
20,116,2,24.686334167879565
20,117,2,24.686334167879565
20,118,2,24.686334167879565
20,119,2,24.686334167879565
20,120,1,38.00000000000001
20,121,2,24.686334167879565
20,122,2,24.686334167879565
20,123,2,24.686334167879565
20,124,2,24.686334167879565
20,125,2,24.686334167879565
20,126,2,24.686334167879565
20,127,2,24.686334167879565
20,128,2,24.686334167879565
20,129,2,24.686334167879565
20,130,2,28.784708188656435
20,131,2,24.686334167879565
20,132,2,24.686334167879565
20,133,2,24.686334167879565
20,134,2,26.26860500968772
20,135,2,26.26860500968772
20,136,2,26.26860500968772
20,137,2,26.26860500968772
20,138,2,26.26860500968772
20,139,2,26.26860500968772
20,140,1,38.00000000000001
20,141,2,26.26860500968772
20,142,2,26.26860500968772
20,143,2,26.26860500968772
20,144,2,26.26860500968772
20,145,2,26.26860500968772
20,146,2,26.26860500968772
20,147,2,26.26860500968772
20,148,2,26.26860500968772
20,149,2,26.26860500968772
20,150,2,28.784708188656435
20,151,2,26.26860500968772
20,152,2,26.26860500968772
20,153,2,26.26860500968772
20,154,2,26.26860500968772
20,155,2,26.26860500968772
20,156,2,26.26860500968772
20,157,2,26.26860500968772
20,158,2,26.26860500968772
20,159,2,26.26860500968772
20,160,1,38.00000000000001
20,161,2,26.26860500968772
20,162,2,26.26860500968772
20,163,2,26.26860500968772
20,164,2,26.26860500968772
20,165,2,26.26860500968772
20,166,2,26.26860500968772
20,167,2,26.26860500968772
20,168,2,26.26860500968772
20,169,2,26.26860500968772
20,170,2,28.784708188656435
20,171,2,26.26860500968772
20,172,2,26.26860500968772
20,173,2,26.26860500968772
