size,k,ngroups,rhat
40,173,2,47.590834030010726
40,174,2,47.590834030010726
40,175,2,49.630061235520124
40,176,2,54.12363516352054
40,177,2,47.590834030010726
40,178,2,48.54437169536303
40,179,2,48.54437169536303
40,180,2,63.6735168514911
40,181,2,48.54437169536303
40,182,2,48.54437169536303
40,183,2,48.54437169536303
40,184,2,54.12363516352054
40,185,2,49.630061235520124
40,186,2,48.54437169536303
40,187,2,48.54437169536303
40,188,2,48.54437169536303
40,189,2,48.54437169536303
40,190,2,56.333333333333336
40,191,2,48.54437169536303
40,192,2,54.12363516352054
40,193,2,48.54437169536303
40,194,2,48.54437169536303
40,195,2,49.630061235520124
40,196,2,48.54437169536303
40,197,2,48.54437169536303
40,198,2,48.54437169536303
40,199,2,48.54437169536303
40,200,1,77.99999999999999
40,201,2,49.630061235520124
40,202,2,49.630061235520124
40,203,2,49.630061235520124
40,204,2,49.630061235520124
40,205,2,49.630061235520124
40,206,2,49.630061235520124
40,207,2,49.630061235520124
40,208,2,54.12363516352054
40,209,2,49.630061235520124
40,210,2,56.333333333333336
40,211,2,49.630061235520124
40,212,2,49.630061235520124
40,213,2,49.630061235520124
40,214,2,49.630061235520124
40,215,2,49.630061235520124
40,216,2,54.12363516352054
40,217,2,49.630061235520124
40,218,2,49.630061235520124
40,219,2,49.630061235520124
40,220,2,63.6735168514911
40,221,2,49.630061235520124
40,222,2,49.630061235520124
40,223,2,49.630061235520124
40,224,2,54.12363516352054
40,225,2,49.630061235520124
40,226,2,49.630061235520124
40,227,2,49.630061235520124
40,228,2,49.630061235520124
40,229,2,50.88266053306311
40,230,2,56.333333333333336
40,231,2,50.88266053306311
40,232,2,54.12363516352054
40,233,2,50.88266053306311
40,234,2,50.88266053306311
40,235,2,50.88266053306311
40,236,2,50.88266053306311
40,237,2,50.88266053306311
40,238,2,50.88266053306311
40,239,2,50.88266053306311
40,240,1,77.99999999999999
40,241,2,50.88266053306311
40,242,2,50.88266053306311
40,243,2,50.88266053306311
40,244,2,50.88266053306311
40,245,2,50.88266053306311
40,246,2,50.88266053306311
40,247,2,50.88266053306311
40,248,2,54.12363516352054
40,249,2,50.88266053306311
40,250,2,56.333333333333336
40,251,2,50.88266053306311
40,252,2,50.88266053306311
40,253,2,50.88266053306311
40,254,2,50.88266053306311
40,255,2,50.88266053306311
40,256,2,54.12363516352054
40,257,2,50.88266053306311
40,258,2,50.88266053306311
40,259,2,50.88266053306311
40,260,2,63.6735168514911
40,261,2,50.88266053306311
40,262,2,50.88266053306311
40,263,2,50.88266053306311
40,264,2,54.12363516352054
40,265,2,50.88266053306311
40,266,2,50.88266053306311
40,267,2,52.353522147959175
40,268,2,52.353522147959175
40,269,2,52.353522147959175
40,270,2,56.333333333333336
40,271,2,52.353522147959175
40,272,2,54.12363516352054
40,273,2,52.353522147959175
40,274,2,52.353522147959175
40,275,2,52.353522147959175
40,276,2,52.353522147959175
40,277,2,52.353522147959175
40,278,2,52.353522147959175
40,279,2,52.353522147959175
40,280,1,77.99999999999999
40,281,2,52.353522147959175
40,282,2,52.353522147959175
40,283,2,52.353522147959175
40,284,2,52.353522147959175
40,285,2,52.353522147959175
40,286,2,52.353522147959175
40,287,2,52.353522147959175
40,288,2,54.12363516352054
40,289,2,52.353522147959175
40,290,2,56.333333333333336
40,291,2,52.353522147959175
40,292,2,52.353522147959175
40,293,2,52.353522147959175
40,294,2,52.353522147959175
40,295,2,52.353522147959175
40,296,2,54.12363516352054
40,297,2,52.353522147959175
40,298,2,52.353522147959175
40,299,2,52.353522147959175
40,300,2,63.6735168514911
40,301,2,52.353522147959175
40,302,2,52.353522147959175
40,303,2,52.353522147959175
40,304,2,54.12363516352054
40,305,2,52.353522147959175
40,306,2,52.353522147959175
40,307,2,52.353522147959175
40,308,2,52.353522147959175
40,309,2,52.353522147959175
40,310,2,56.333333333333336
40,311,2,52.353522147959175
40,312,2,54.12363516352054
40,313,2,52.353522147959175
40,314,2,52.353522147959175
40,315,2,52.353522147959175
40,316,2,52.353522147959175
40,317,2,52.353522147959175
40,318,2,52.353522147959175
40,319,2,52.353522147959175
40,320,1,77.99999999999999
40,321,2,54.12363516352054
40,322,2,54.12363516352054
40,323,2,54.12363516352054
40,324,2,54.12363516352054
40,325,2,54.12363516352054
40,326,2,54.12363516352054
40,327,2,54.12363516352054
40,328,2,54.12363516352054
40,329,2,54.12363516352054
40,330,2,56.333333333333336
40,331,2,54.12363516352054
40,332,2,54.12363516352054
40,333,2,54.12363516352054
40,334,2,54.12363516352054
40,335,2,54.12363516352054
40,336,2,54.12363516352054
40,337,2,54.12363516352054
40,338,2,54.12363516352054
40,339,2,54.12363516352054
40,340,2,63.6735168514911
40,341,2,54.12363516352054
40,342,2,54.12363516352054
40,343,2,54.12363516352054
40,344,2,54.12363516352054
40,345,2,54.12363516352054
40,346,2,54.12363516352054
40,347,2,54.12363516352054
40,348,2,54.12363516352054
40,349,2,54.12363516352054
40,350,2,56.333333333333336
40,351,2,54.12363516352054
40,352,2,54.12363516352054
40,353,2,54.12363516352054
40,354,2,54.12363516352054
40,355,2,54.12363516352054
40,356,2,54.12363516352054
40,357,2,54.12363516352054
40,358,2,54.12363516352054
40,359,2,54.12363516352054
40,360,1,77.99999999999999
40,361,2,54.12363516352054
40,362,2,54.12363516352054
40,363,2,54.12363516352054
40,364,2,54.12363516352054
40,365,2,54.12363516352054
40,366,2,54.12363516352054
40,367,2,54.12363516352054
40,368,2,54.12363516352054
40,369,2,54.12363516352054
40,370,2,56.333333333333336
40,371,2,54.12363516352054
40,372,2,54.12363516352054
40,373,2,54.12363516352054
40,374,2,54.12363516352054
40,375,2,54.12363516352054
40,376,2,54.12363516352054
40,377,2,54.12363516352054
40,378,2,54.12363516352054
40,379,2,54.12363516352054
40,380,2,63.6735168514911
40,381,2,54.12363516352054
40,382,2,54.12363516352054
40,383,2,54.12363516352054
40,384,2,54.12363516352054
40,385,2,54.12363516352054
40,386,2,54.12363516352054
40,387,2,54.12363516352054
40,388,2,54.12363516352054
40,389,2,54.12363516352054
40,390,2,56.333333333333336
40,391,2,54.12363516352054
40,392,2,54.12363516352054
40,393,2,54.12363516352054
40,394,2,54.12363516352054
40,395,2,54.12363516352054
40,396,2,54.12363516352054
40,397,2,54.12363516352054
40,398,2,54.12363516352054
40,399,2,54.12363516352054
40,400,1,77.99999999999999
40,401,2,56.333333333333336
40,402,2,56.333333333333336
40,403,2,56.333333333333336
40,404,2,56.333333333333336
40,405,2,56.333333333333336
40,406,2,56.333333333333336
40,407,2,56.333333333333336
40,408,2,56.333333333333336
40,409,2,56.333333333333336
40,410,2,56.333333333333336
40,411,2,56.333333333333336
40,412,2,56.333333333333336
40,413,2,56.333333333333336
40,414,2,56.333333333333336
40,415,2,56.333333333333336
40,416,2,56.333333333333336
40,417,2,56.333333333333336
40,418,2,56.333333333333336
40,419,2,56.333333333333336
40,420,2,63.6735168514911
40,421,2,56.333333333333336
40,422,2,56.333333333333336
40,423,2,56.333333333333336
40,424,2,56.333333333333336
40,425,2,56.333333333333336
40,426,2,56.333333333333336
40,427,2,56.333333333333336
40,428,2,56.333333333333336
40,429,2,56.333333333333336
40,430,2,56.333333333333336
40,431,2,56.333333333333336
40,432,2,56.333333333333336
40,433,2,56.333333333333336
40,434,2,56.333333333333336
40,435,2,56.333333333333336
40,436,2,56.333333333333336
40,437,2,56.333333333333336
40,438,2,56.333333333333336
40,439,2,56.333333333333336
40,440,1,77.99999999999999
40,441,2,56.333333333333336
40,442,2,56.333333333333336
40,443,2,56.333333333333336
40,444,2,56.333333333333336
40,445,2,56.333333333333336
40,446,2,56.333333333333336
40,447,2,56.333333333333336
40,448,2,56.333333333333336
40,449,2,56.333333333333336
40,450,2,56.333333333333336
40,451,2,56.333333333333336
40,452,2,56.333333333333336
40,453,2,56.333333333333336
40,454,2,56.333333333333336
40,455,2,56.333333333333336
40,456,2,56.333333333333336
40,457,2,56.333333333333336
40,458,2,56.333333333333336
40,459,2,56.333333333333336
40,460,2,63.6735168514911
40,461,2,56.333333333333336
40,462,2,56.333333333333336
40,463,2,56.333333333333336
40,464,2,56.333333333333336
40,465,2,56.333333333333336
40,466,2,56.333333333333336
40,467,2,56.333333333333336
40,468,2,56.333333333333336
40,469,2,56.333333333333336
40,470,2,56.333333333333336
40,471,2,56.333333333333336
40,472,2,56.333333333333336
40,473,2,56.333333333333336
40,474,2,56.333333333333336
40,475,2,56.333333333333336
40,476,2,56.333333333333336
40,477,2,56.333333333333336
40,478,2,56.333333333333336
40,479,2,56.333333333333336
40,480,1,77.99999999999999
40,481,2,56.333333333333336
40,482,2,56.333333333333336
40,483,2,56.333333333333336
40,484,2,56.333333333333336
40,485,2,56.333333333333336
40,486,2,56.333333333333336
40,487,2,56.333333333333336
40,488,2,56.333333333333336
40,489,2,56.333333333333336
40,490,2,56.333333333333336
40,491,2,56.333333333333336
40,492,2,56.333333333333336
40,493,2,56.333333333333336
40,494,2,56.333333333333336
40,495,2,56.333333333333336
40,496,2,56.333333333333336
40,497,2,56.333333333333336
40,498,2,56.333333333333336
40,499,2,56.333333333333336
40,500,2,63.6735168514911
40,501,2,56.333333333333336
40,502,2,56.333333333333336
40,503,2,56.333333333333336
40,504,2,56.333333333333336
40,505,2,56.333333333333336
40,506,2,56.333333333333336
40,507,2,56.333333333333336
40,508,2,56.333333333333336
40,509,2,56.333333333333336
40,510,2,56.333333333333336
40,511,2,56.333333333333336
40,512,2,56.333333333333336
40,513,2,56.333333333333336
40,514,2,56.333333333333336
40,515,2,56.333333333333336
40,516,2,56.333333333333336
40,517,2,56.333333333333336
40,518,2,56.333333333333336
40,519,2,56.333333333333336
40,520,1,77.99999999999999
40,521,2,56.333333333333336
40,522,2,56.333333333333336
40,523,2,56.333333333333336
40,524,2,56.333333333333336
40,525,2,56.333333333333336
40,526,2,56.333333333333336
40,527,2,56.333333333333336
40,528,2,56.333333333333336
40,529,2,56.333333333333336
40,530,2,56.333333333333336
40,531,2,56.333333333333336
40,532,2,56.333333333333336
40,533,2,56.333333333333336
40,534,2,59.26494171361338
40,535,2,59.26494171361338
40,536,2,59.26494171361338
40,537,2,59.26494171361338
40,538,2,59.26494171361338
40,539,2,59.26494171361338
40,540,2,63.6735168514911
40,541,2,59.26494171361338
40,542,2,59.26494171361338
40,543,2,59.26494171361338
40,544,2,59.26494171361338
40,545,2,59.26494171361338
40,546,2,59.26494171361338
40,547,2,59.26494171361338
40,548,2,59.26494171361338
40,549,2,59.26494171361338
40,550,2,59.26494171361338
40,551,2,59.26494171361338
40,552,2,59.26494171361338
40,553,2,59.26494171361338
40,554,2,59.26494171361338
40,555,2,59.26494171361338
40,556,2,59.26494171361338
40,557,2,59.26494171361338
40,558,2,59.26494171361338
40,559,2,59.26494171361338
40,560,1,77.99999999999999
40,561,2,59.26494171361338
40,562,2,59.26494171361338
40,563,2,59.26494171361338
40,564,2,59.26494171361338
40,565,2,59.26494171361338
40,566,2,59.26494171361338
40,567,2,59.26494171361338
40,568,2,59.26494171361338
40,569,2,59.26494171361338
40,570,2,59.26494171361338
40,571,2,59.26494171361338
40,572,2,59.26494171361338
40,573,2,59.26494171361338
40,574,2,59.26494171361338
40,575,2,59.26494171361338
40,576,2,59.26494171361338
40,577,2,59.26494171361338
40,578,2,59.26494171361338
40,579,2,59.26494171361338
40,580,2,63.6735168514911
40,581,2,59.26494171361338
40,582,2,59.26494171361338
40,583,2,59.26494171361338
40,584,2,59.26494171361338
40,585,2,59.26494171361338
40,586,2,59.26494171361338
40,587,2,59.26494171361338
40,588,2,59.26494171361338
40,589,2,59.26494171361338
40,590,2,59.26494171361338
40,591,2,59.26494171361338
40,592,2,59.26494171361338
40,593,2,59.26494171361338
40,594,2,59.26494171361338
40,595,2,59.26494171361338
40,596,2,59.26494171361338
40,597,2,59.26494171361338
40,598,2,59.26494171361338
40,599,2,59.26494171361338
40,600,1,77.99999999999999
40,601,2,59.26494171361338
40,602,2,59.26494171361338
40,603,2,59.26494171361338
40,604,2,59.26494171361338
40,605,2,59.26494171361338
40,606,2,59.26494171361338
40,607,2,59.26494171361338
40,608,2,59.26494171361338
40,609,2,59.26494171361338
40,610,2,59.26494171361338
40,611,2,59.26494171361338
40,612,2,59.26494171361338
40,613,2,59.26494171361338
40,614,2,59.26494171361338
40,615,2,59.26494171361338
40,616,2,59.26494171361338
40,617,2,59.26494171361338
40,618,2,59.26494171361338
40,619,2,59.26494171361338
40,620,2,63.6735168514911
40,621,2,59.26494171361338
40,622,2,59.26494171361338
40,623,2,59.26494171361338
40,624,2,59.26494171361338
40,625,2,59.26494171361338
40,626,2,59.26494171361338
40,627,2,59.26494171361338
40,628,2,59.26494171361338
40,629,2,59.26494171361338
40,630,2,59.26494171361338
40,631,2,59.26494171361338
40,632,2,59.26494171361338
40,633,2,59.26494171361338
40,634,2,59.26494171361338
40,635,2,59.26494171361338
40,636,2,59.26494171361338
40,637,2,59.26494171361338
40,638,2,59.26494171361338
40,639,2,59.26494171361338
40,640,1,77.99999999999999
40,641,2,59.26494171361338
40,642,2,59.26494171361338
40,643,2,59.26494171361338
40,644,2,59.26494171361338
40,645,2,59.26494171361338
40,646,2,59.26494171361338
40,647,2,59.26494171361338
40,648,2,59.26494171361338
40,649,2,59.26494171361338
40,650,2,59.26494171361338
40,651,2,59.26494171361338
40,652,2,59.26494171361338
40,653,2,59.26494171361338
40,654,2,59.26494171361338
40,655,2,59.26494171361338
40,656,2,59.26494171361338
40,657,2,59.26494171361338
40,658,2,59.26494171361338
40,659,2,59.26494171361338
40,660,2,63.6735168514911
40,661,2,59.26494171361338
40,662,2,59.26494171361338
40,663,2,59.26494171361338
40,664,2,59.26494171361338
40,665,2,59.26494171361338
40,666,2,59.26494171361338
40,667,2,59.26494171361338
40,668,2,59.26494171361338
40,669,2,59.26494171361338
40,670,2,59.26494171361338
40,671,2,59.26494171361338
40,672,2,59.26494171361338
40,673,2,59.26494171361338
40,674,2,59.26494171361338
40,675,2,59.26494171361338
40,676,2,59.26494171361338
40,677,2,59.26494171361338
40,678,2,59.26494171361338
40,679,2,59.26494171361338
40,680,1,77.99999999999999
40,681,2,59.26494171361338
40,682,2,59.26494171361338
40,683,2,59.26494171361338
40,684,2,59.26494171361338
40,685,2,59.26494171361338
40,686,2,59.26494171361338
40,687,2,59.26494171361338
40,688,2,59.26494171361338
40,689,2,59.26494171361338
40,690,2,59.26494171361338
40,691,2,59.26494171361338
40,692,2,59.26494171361338
40,693,2,59.26494171361338
40,694,2,59.26494171361338
40,695,2,59.26494171361338
40,696,2,59.26494171361338
40,697,2,59.26494171361338
40,698,2,59.26494171361338
40,699,2,59.26494171361338
40,700,2,63.6735168514911
40,701,2,59.26494171361338
40,702,2,59.26494171361338
40,703,2,59.26494171361338
40,704,2,59.26494171361338
40,705,2,59.26494171361338
40,706,2,59.26494171361338
40,707,2,59.26494171361338
40,708,2,59.26494171361338
40,709,2,59.26494171361338
40,710,2,59.26494171361338
40,711,2,59.26494171361338
40,712,2,59.26494171361338
40,713,2,59.26494171361338
40,714,2,59.26494171361338
40,715,2,59.26494171361338
40,716,2,59.26494171361338
40,717,2,59.26494171361338
40,718,2,59.26494171361338
40,719,2,59.26494171361338
40,720,1,77.99999999999999
40,721,2,59.26494171361338
40,722,2,59.26494171361338
40,723,2,59.26494171361338
40,724,2,59.26494171361338
40,725,2,59.26494171361338
40,726,2,59.26494171361338
40,727,2,59.26494171361338
40,728,2,59.26494171361338
40,729,2,59.26494171361338
40,730,2,59.26494171361338
40,731,2,59.26494171361338
40,732,2,59.26494171361338
40,733,2,59.26494171361338
40,734,2,59.26494171361338
40,735,2,59.26494171361338
40,736,2,59.26494171361338
40,737,2,59.26494171361338
40,738,2,59.26494171361338
40,739,2,59.26494171361338
40,740,2,63.6735168514911
40,741,2,59.26494171361338
40,742,2,59.26494171361338
40,743,2,59.26494171361338
40,744,2,59.26494171361338
40,745,2,59.26494171361338
40,746,2,59.26494171361338
40,747,2,59.26494171361338
40,748,2,59.26494171361338
40,749,2,59.26494171361338
40,750,2,59.26494171361338
40,751,2,59.26494171361338
40,752,2,59.26494171361338
40,753,2,59.26494171361338
40,754,2,59.26494171361338
40,755,2,59.26494171361338
40,756,2,59.26494171361338
40,757,2,59.26494171361338
40,758,2,59.26494171361338
40,759,2,59.26494171361338
40,760,1,77.99999999999999
40,761,2,59.26494171361338
40,762,2,59.26494171361338
40,763,2,59.26494171361338
40,764,2,59.26494171361338
40,765,2,59.26494171361338
40,766,2,59.26494171361338
40,767,2,59.26494171361338
40,768,2,59.26494171361338
40,769,2,59.26494171361338
40,770,2,59.26494171361338
40,771,2,59.26494171361338
40,772,2,59.26494171361338
40,773,2,59.26494171361338
40,774,2,59.26494171361338
40,775,2,59.26494171361338
40,776,2,59.26494171361338
40,777,2,59.26494171361338
40,778,2,59.26494171361338
40,779,2,59.26494171361338
40,780,2,63.6735168514911
40,781,2,59.26494171361338
40,782,2,59.26494171361338
40,783,2,59.26494171361338
40,784,2,59.26494171361338
40,785,2,59.26494171361338
40,786,2,59.26494171361338
40,787,2,59.26494171361338
40,788,2,59.26494171361338
40,789,2,59.26494171361338
40,790,2,59.26494171361338
40,791,2,59.26494171361338
40,792,2,59.26494171361338
40,793,2,59.26494171361338
40,794,2,59.26494171361338
40,795,2,59.26494171361338
40,796,2,59.26494171361338
40,797,2,59.26494171361338
40,798,2,59.26494171361338
40,799,2,59.26494171361338
40,800,1,77.99999999999999
40,801,2,63.6735168514911
40,802,2,63.6735168514911
40,803,2,63.6735168514911
40,804,2,63.6735168514911
40,805,2,63.6735168514911
40,806,2,63.6735168514911
40,807,2,63.6735168514911
40,808,2,63.6735168514911
40,809,2,63.6735168514911
40,810,2,63.6735168514911
40,811,2,63.6735168514911
40,812,2,63.6735168514911
40,813,2,63.6735168514911
40,814,2,63.6735168514911
40,815,2,63.6735168514911
40,816,2,63.6735168514911
40,817,2,63.6735168514911
40,818,2,63.6735168514911
40,819,2,63.6735168514911
40,820,2,63.6735168514911
40,821,2,63.6735168514911
40,822,2,63.6735168514911
40,823,2,63.6735168514911
40,824,2,63.6735168514911
40,825,2,63.6735168514911
40,826,2,63.6735168514911
40,827,2,63.6735168514911
40,828,2,63.6735168514911
40,829,2,63.6735168514911
40,830,2,63.6735168514911
40,831,2,63.6735168514911
40,832,2,63.6735168514911
40,833,2,63.6735168514911
40,834,2,63.6735168514911
40,835,2,63.6735168514911
40,836,2,63.6735168514911
40,837,2,63.6735168514911
40,838,2,63.6735168514911
40,839,2,63.6735168514911
40,840,1,77.99999999999999
40,841,2,63.6735168514911
40,842,2,63.6735168514911
40,843,2,63.6735168514911
40,844,2,63.6735168514911
40,845,2,63.6735168514911
40,846,2,63.6735168514911
40,847,2,63.6735168514911
40,848,2,63.6735168514911
40,849,2,63.6735168514911
40,850,2,63.6735168514911
40,851,2,63.6735168514911
40,852,2,63.6735168514911
40,853,2,63.6735168514911
40,854,2,63.6735168514911
40,855,2,63.6735168514911
40,856,2,63.6735168514911
40,857,2,63.6735168514911
40,858,2,63.6735168514911
40,859,2,63.6735168514911
40,860,2,63.6735168514911
40,861,2,63.6735168514911
40,862,2,63.6735168514911
40,863,2,63.6735168514911
40,864,2,63.6735168514911
40,865,2,63.6735168514911
40,866,2,63.6735168514911
40,867,2,63.6735168514911
40,868,2,63.6735168514911
40,869,2,63.6735168514911
40,870,2,63.6735168514911
40,871,2,63.6735168514911
40,872,2,63.6735168514911
40,873,2,63.6735168514911
40,874,2,63.6735168514911
40,875,2,63.6735168514911
40,876,2,63.6735168514911
40,877,2,63.6735168514911
40,878,2,63.6735168514911
40,879,2,63.6735168514911
40,880,1,77.99999999999999
40,881,2,63.6735168514911
40,882,2,63.6735168514911
40,883,2,63.6735168514911
40,884,2,63.6735168514911
40,885,2,63.6735168514911
40,886,2,63.6735168514911
40,887,2,63.6735168514911
40,888,2,63.6735168514911
40,889,2,63.6735168514911
40,890,2,63.6735168514911
40,891,2,63.6735168514911
40,892,2,63.6735168514911
40,893,2,63.6735168514911
40,894,2,63.6735168514911
40,895,2,63.6735168514911
40,896,2,63.6735168514911
40,897,2,63.6735168514911
40,898,2,63.6735168514911
40,899,2,63.6735168514911
40,900,2,63.6735168514911
40,901,2,63.6735168514911
40,902,2,63.6735168514911
40,903,2,63.6735168514911
40,904,2,63.6735168514911
40,905,2,63.6735168514911
40,906,2,63.6735168514911
40,907,2,63.6735168514911
40,908,2,63.6735168514911
40,909,2,63.6735168514911
40,910,2,63.6735168514911
40,911,2,63.6735168514911
40,912,2,63.6735168514911
40,913,2,63.6735168514911
40,914,2,63.6735168514911
40,915,2,63.6735168514911
40,916,2,63.6735168514911
40,917,2,63.6735168514911
40,918,2,63.6735168514911
40,919,2,63.6735168514911
40,920,1,77.99999999999999
40,921,2,63.6735168514911
40,922,2,63.6735168514911
40,923,2,63.6735168514911
40,924,2,63.6735168514911
40,925,2,63.6735168514911
40,926,2,63.6735168514911
40,927,2,63.6735168514911
40,928,2,63.6735168514911
40,929,2,63.6735168514911
40,930,2,63.6735168514911
40,931,2,63.6735168514911
40,932,2,63.6735168514911
40,933,2,63.6735168514911
40,934,2,63.6735168514911
40,935,2,63.6735168514911
40,936,2,63.6735168514911
40,937,2,63.6735168514911
40,938,2,63.6735168514911
40,939,2,63.6735168514911
40,940,2,63.6735168514911
40,941,2,63.6735168514911
40,942,2,63.6735168514911
40,943,2,63.6735168514911
40,944,2,63.6735168514911
40,945,2,63.6735168514911
40,946,2,63.6735168514911
40,947,2,63.6735168514911
40,948,2,63.6735168514911
40,949,2,63.6735168514911
40,950,2,63.6735168514911
40,951,2,63.6735168514911
40,952,2,63.6735168514911
40,953,2,63.6735168514911
40,954,2,63.6735168514911
40,955,2,63.6735168514911
40,956,2,63.6735168514911
40,957,2,63.6735168514911
40,958,2,63.6735168514911
40,959,2,63.6735168514911
40,960,1,77.99999999999999
40,961,2,63.6735168514911
40,962,2,63.6735168514911
40,963,2,63.6735168514911
40,964,2,63.6735168514911
40,965,2,63.6735168514911
40,966,2,63.6735168514911
40,967,2,63.6735168514911
40,968,2,63.6735168514911
40,969,2,63.6735168514911
40,970,2,63.6735168514911
40,971,2,63.6735168514911
40,972,2,63.6735168514911
40,973,2,63.6735168514911
40,974,2,63.6735168514911
40,975,2,63.6735168514911
40,976,2,63.6735168514911
40,977,2,63.6735168514911
40,978,2,63.6735168514911
40,979,2,63.6735168514911
40,980,2,63.6735168514911
40,981,2,63.6735168514911
40,982,2,63.6735168514911
40,983,2,63.6735168514911
40,984,2,63.6735168514911
40,985,2,63.6735168514911
40,986,2,63.6735168514911
40,987,2,63.6735168514911
40,988,2,63.6735168514911
40,989,2,63.6735168514911
40,990,2,63.6735168514911
40,991,2,63.6735168514911
40,992,2,63.6735168514911
40,993,2,63.6735168514911
40,994,2,63.6735168514911
40,995,2,63.6735168514911
40,996,2,63.6735168514911
40,997,2,63.6735168514911
40,998,2,63.6735168514911
40,999,2,63.6735168514911
40,1000,1,77.99999999999999
40,1001,2,63.6735168514911
40,1002,2,63.6735168514911
