size,k,ngroups,rhat
30,310,2,42.49298378485245
30,311,2,42.49298378485245
30,312,2,42.49298378485245
30,313,2,42.49298378485245
30,314,2,42.49298378485245
30,315,2,46.0193603059625
30,316,2,42.49298378485245
30,317,2,42.49298378485245
30,318,2,42.49298378485245
30,319,2,42.49298378485245
30,320,2,42.49298378485245
30,321,2,42.49298378485245
30,322,2,42.49298378485245
30,323,2,42.49298378485245
30,324,2,42.49298378485245
30,325,2,42.49298378485245
30,326,2,42.49298378485245
30,327,2,42.49298378485245
30,328,2,42.49298378485245
30,329,2,42.49298378485245
30,330,1,57.99999999999999
30,331,2,42.49298378485245
30,332,2,42.49298378485245
30,333,2,42.49298378485245
30,334,2,42.49298378485245
30,335,2,42.49298378485245
30,336,2,42.49298378485245
30,337,2,42.49298378485245
30,338,2,42.49298378485245
30,339,2,42.49298378485245
30,340,2,42.49298378485245
30,341,2,42.49298378485245
30,342,2,42.49298378485245
30,343,2,42.49298378485245
30,344,2,42.49298378485245
30,345,2,46.0193603059625
30,346,2,42.49298378485245
30,347,2,42.49298378485245
30,348,2,42.49298378485245
30,349,2,42.49298378485245
30,350,2,42.49298378485245
30,351,2,42.49298378485245
30,352,2,42.49298378485245
30,353,2,42.49298378485245
30,354,2,42.49298378485245
30,355,2,42.49298378485245
30,356,2,42.49298378485245
30,357,2,42.49298378485245
30,358,2,42.49298378485245
30,359,2,42.49298378485245
30,360,1,57.99999999999999
30,361,2,42.49298378485245
30,362,2,42.49298378485245
30,363,2,42.49298378485245
30,364,2,42.49298378485245
30,365,2,42.49298378485245
30,366,2,42.49298378485245
30,367,2,42.49298378485245
30,368,2,42.49298378485245
30,369,2,42.49298378485245
30,370,2,42.49298378485245
30,371,2,42.49298378485245
30,372,2,42.49298378485245
30,373,2,42.49298378485245
30,374,2,42.49298378485245
30,375,2,46.0193603059625
30,376,2,42.49298378485245
30,377,2,42.49298378485245
30,378,2,42.49298378485245
30,379,2,42.49298378485245
30,380,2,42.49298378485245
30,381,2,42.49298378485245
30,382,2,42.49298378485245
30,383,2,42.49298378485245
30,384,2,42.49298378485245
30,385,2,42.49298378485245
30,386,2,42.49298378485245
30,387,2,42.49298378485245
30,388,2,42.49298378485245
30,389,2,42.49298378485245
30,390,1,57.99999999999999
30,391,2,42.49298378485245
30,392,2,42.49298378485245
30,393,2,42.49298378485245
30,394,2,42.49298378485245
30,395,2,42.49298378485245
30,396,2,42.49298378485245
30,397,2,42.49298378485245
30,398,2,42.49298378485245
30,399,2,42.49298378485245
30,400,2,42.49298378485245
30,401,2,42.49298378485245
30,402,2,42.49298378485245
30,403,2,42.49298378485245
30,404,2,42.49298378485245
30,405,2,46.0193603059625
30,406,2,42.49298378485245
30,407,2,42.49298378485245
30,408,2,42.49298378485245
30,409,2,42.49298378485245
30,410,2,42.49298378485245
30,411,2,42.49298378485245
30,412,2,42.49298378485245
30,413,2,42.49298378485245
30,414,2,42.49298378485245
30,415,2,42.49298378485245
30,416,2,42.49298378485245
30,417,2,42.49298378485245
30,418,2,42.49298378485245
30,419,2,42.49298378485245
30,420,1,57.99999999999999
30,421,2,42.49298378485245
30,422,2,42.49298378485245
30,423,2,42.49298378485245
30,424,2,42.49298378485245
30,425,2,42.49298378485245
30,426,2,42.49298378485245
30,427,2,42.49298378485245
30,428,2,42.49298378485245
30,429,2,42.49298378485245
30,430,2,42.49298378485245
30,431,2,42.49298378485245
30,432,2,42.49298378485245
30,433,2,42.49298378485245
30,434,2,42.49298378485245
30,435,2,46.0193603059625
30,436,2,42.49298378485245
30,437,2,42.49298378485245
30,438,2,42.49298378485245
30,439,2,42.49298378485245
30,440,2,42.49298378485245
30,441,2,42.49298378485245
30,442,2,42.49298378485245
30,443,2,42.49298378485245
30,444,2,42.49298378485245
30,445,2,42.49298378485245
30,446,2,42.49298378485245
30,447,2,42.49298378485245
30,448,2,42.49298378485245
30,449,2,42.49298378485245
30,450,1,57.99999999999999
30,451,2,46.0193603059625
30,452,2,46.0193603059625
30,453,2,46.0193603059625
30,454,2,46.0193603059625
30,455,2,46.0193603059625
30,456,2,46.0193603059625
30,457,2,46.0193603059625
30,458,2,46.0193603059625
30,459,2,46.0193603059625
30,460,2,46.0193603059625
30,461,2,46.0193603059625
30,462,2,46.0193603059625
30,463,2,46.0193603059625
30,464,2,46.0193603059625
30,465,2,46.0193603059625
30,466,2,46.0193603059625
30,467,2,46.0193603059625
30,468,2,46.0193603059625
30,469,2,46.0193603059625
30,470,2,46.0193603059625
30,471,2,46.0193603059625
30,472,2,46.0193603059625
30,473,2,46.0193603059625
30,474,2,46.0193603059625
30,475,2,46.0193603059625
30,476,2,46.0193603059625
30,477,2,46.0193603059625
30,478,2,46.0193603059625
30,479,2,46.0193603059625
30,480,1,57.99999999999999
30,481,2,46.0193603059625
30,482,2,46.0193603059625
30,483,2,46.0193603059625
30,484,2,46.0193603059625
30,485,2,46.0193603059625
30,486,2,46.0193603059625
30,487,2,46.0193603059625
30,488,2,46.0193603059625
30,489,2,46.0193603059625
30,490,2,46.0193603059625
30,491,2,46.0193603059625
30,492,2,46.0193603059625
30,493,2,46.0193603059625
30,494,2,46.0193603059625
30,495,2,46.0193603059625
30,496,2,46.0193603059625
30,497,2,46.0193603059625
30,498,2,46.0193603059625
30,499,2,46.0193603059625
30,500,2,46.0193603059625
30,501,2,46.0193603059625
30,502,2,46.0193603059625
30,503,2,46.0193603059625
30,504,2,46.0193603059625
30,505,2,46.0193603059625
30,506,2,46.0193603059625
30,507,2,46.0193603059625
30,508,2,46.0193603059625
30,509,2,46.0193603059625
30,510,1,57.99999999999999
30,511,2,46.0193603059625
30,512,2,46.0193603059625
30,513,2,46.0193603059625
30,514,2,46.0193603059625
30,515,2,46.0193603059625
30,516,2,46.0193603059625
30,517,2,46.0193603059625
30,518,2,46.0193603059625
30,519,2,46.0193603059625
30,520,2,46.0193603059625
30,521,2,46.0193603059625
30,522,2,46.0193603059625
30,523,2,46.0193603059625
30,524,2,46.0193603059625
30,525,2,46.0193603059625
30,526,2,46.0193603059625
30,527,2,46.0193603059625
30,528,2,46.0193603059625
30,529,2,46.0193603059625
30,530,2,46.0193603059625
30,531,2,46.0193603059625
30,532,2,46.0193603059625
30,533,2,46.0193603059625
30,534,2,46.0193603059625
30,535,2,46.0193603059625
30,536,2,46.0193603059625
30,537,2,46.0193603059625
30,538,2,46.0193603059625
30,539,2,46.0193603059625
30,540,1,57.99999999999999
30,541,2,46.0193603059625
30,542,2,46.0193603059625
30,543,2,46.0193603059625
30,544,2,46.0193603059625
30,545,2,46.0193603059625
30,546,2,46.0193603059625
30,547,2,46.0193603059625
30,548,2,46.0193603059625
30,549,2,46.0193603059625
30,550,2,46.0193603059625
30,551,2,46.0193603059625
30,552,2,46.0193603059625
30,553,2,46.0193603059625
30,554,2,46.0193603059625
30,555,2,46.0193603059625
30,556,2,46.0193603059625
30,557,2,46.0193603059625
30,558,2,46.0193603059625
30,559,2,46.0193603059625
30,560,2,46.0193603059625
30,561,2,46.0193603059625
30,562,2,46.0193603059625
30,563,2,46.0193603059625
30,564,2,46.0193603059625
30,565,2,46.0193603059625
30,566,2,46.0193603059625
30,567,2,46.0193603059625
30,568,2,46.0193603059625
30,569,2,46.0193603059625
30,570,1,57.99999999999999
30,571,2,46.0193603059625
30,572,2,46.0193603059625
30,573,2,46.0193603059625
30,574,2,46.0193603059625
30,575,2,46.0193603059625
30,576,2,46.0193603059625
30,577,2,46.0193603059625
30,578,2,46.0193603059625
30,579,2,46.0193603059625
30,580,2,46.0193603059625
30,581,2,46.0193603059625
30,582,2,46.0193603059625
30,583,2,46.0193603059625
30,584,2,46.0193603059625
30,585,2,46.0193603059625
30,586,2,46.0193603059625
30,587,2,46.0193603059625
30,588,2,46.0193603059625
30,589,2,46.0193603059625
30,590,2,46.0193603059625
30,591,2,46.0193603059625
30,592,2,46.0193603059625
30,593,2,46.0193603059625
30,594,2,46.0193603059625
30,595,2,46.0193603059625
30,596,2,46.0193603059625
30,597,2,46.0193603059625
30,598,2,46.0193603059625
30,599,2,46.0193603059625
30,600,1,57.99999999999999
30,601,2,46.0193603059625
30,602,2,46.0193603059625
30,603,2,46.0193603059625
30,604,2,46.0193603059625
30,605,2,46.0193603059625
30,606,2,46.0193603059625
30,607,2,46.0193603059625
30,608,2,46.0193603059625
30,609,2,46.0193603059625
30,610,2,46.0193603059625
30,611,2,46.0193603059625
30,612,2,46.0193603059625
30,613,2,46.0193603059625
30,614,2,46.0193603059625
30,615,2,46.0193603059625
30,616,2,46.0193603059625
30,617,2,46.0193603059625
30,618,2,46.0193603059625
30,619,2,46.0193603059625
30,620,2,46.0193603059625
30,621,2,46.0193603059625
30,622,2,46.0193603059625
30,623,2,46.0193603059625
30,624,2,46.0193603059625
30,625,2,46.0193603059625
30,626,2,46.0193603059625
30,627,2,46.0193603059625
30,628,2,46.0193603059625
30,629,2,46.0193603059625
30,630,1,57.99999999999999
30,631,2,46.0193603059625
30,632,2,46.0193603059625
30,633,2,46.0193603059625
30,634,2,46.0193603059625
30,635,2,46.0193603059625
30,636,2,46.0193603059625
30,637,2,46.0193603059625
30,638,2,46.0193603059625
30,639,2,46.0193603059625
30,640,2,46.0193603059625
30,641,2,46.0193603059625
30,642,2,46.0193603059625
30,643,2,46.0193603059625
30,644,2,46.0193603059625
30,645,2,46.0193603059625
30,646,2,46.0193603059625
30,647,2,46.0193603059625
30,648,2,46.0193603059625
30,649,2,46.0193603059625
30,650,2,46.0193603059625
30,651,2,46.0193603059625
30,652,2,46.0193603059625
30,653,2,46.0193603059625
30,654,2,46.0193603059625
30,655,2,46.0193603059625
30,656,2,46.0193603059625
30,657,2,46.0193603059625
30,658,2,46.0193603059625
30,659,2,46.0193603059625
30,660,1,57.99999999999999
30,661,2,46.0193603059625
30,662,2,46.0193603059625
30,663,2,46.0193603059625
30,664,2,46.0193603059625
30,665,2,46.0193603059625
30,666,2,46.0193603059625
30,667,2,46.0193603059625
30,668,2,46.0193603059625
30,669,2,46.0193603059625
30,670,2,46.0193603059625
30,671,2,46.0193603059625
30,672,2,46.0193603059625
30,673,2,46.0193603059625
30,674,2,46.0193603059625
30,675,2,46.0193603059625
30,676,2,46.0193603059625
30,677,2,46.0193603059625
30,678,2,46.0193603059625
30,679,2,46.0193603059625
30,680,2,46.0193603059625
30,681,2,46.0193603059625
30,682,2,46.0193603059625
30,683,2,46.0193603059625
30,684,2,46.0193603059625
30,685,2,46.0193603059625
30,686,2,46.0193603059625
30,687,2,46.0193603059625
30,688,2,46.0193603059625
30,689,2,46.0193603059625
30,690,1,57.99999999999999
30,691,2,46.0193603059625
30,692,2,46.0193603059625
30,693,2,46.0193603059625
30,694,2,46.0193603059625
30,695,2,46.0193603059625
30,696,2,46.0193603059625
30,697,2,46.0193603059625
30,698,2,46.0193603059625
30,699,2,46.0193603059625
30,700,2,46.0193603059625
30,701,2,46.0193603059625
30,702,2,46.0193603059625
30,703,2,46.0193603059625
30,704,2,46.0193603059625
30,705,2,46.0193603059625
30,706,2,46.0193603059625
30,707,2,46.0193603059625
30,708,2,46.0193603059625
30,709,2,46.0193603059625
30,710,2,46.0193603059625
30,711,2,46.0193603059625
30,712,2,46.0193603059625
30,713,2,46.0193603059625
30,714,2,46.0193603059625
30,715,2,46.0193603059625
30,716,2,46.0193603059625
30,717,2,46.0193603059625
30,718,2,46.0193603059625
30,719,2,46.0193603059625
30,720,1,57.99999999999999
30,721,2,46.0193603059625
30,722,2,46.0193603059625
30,723,2,46.0193603059625
30,724,2,46.0193603059625
30,725,2,46.0193603059625
30,726,2,46.0193603059625
30,727,2,46.0193603059625
30,728,2,46.0193603059625
30,729,2,46.0193603059625
30,730,2,46.0193603059625
30,731,2,46.0193603059625
30,732,2,46.0193603059625
30,733,2,46.0193603059625
30,734,2,46.0193603059625
30,735,2,46.0193603059625
30,736,2,46.0193603059625
30,737,2,46.0193603059625
30,738,2,46.0193603059625
30,739,2,46.0193603059625
30,740,2,46.0193603059625
30,741,2,46.0193603059625
30,742,2,46.0193603059625
30,743,2,46.0193603059625
30,744,2,46.0193603059625
30,745,2,46.0193603059625
30,746,2,46.0193603059625
30,747,2,46.0193603059625
30,748,2,46.0193603059625
30,749,2,46.0193603059625
30,750,1,57.99999999999999
30,751,2,46.0193603059625
30,752,2,46.0193603059625
30,753,2,46.0193603059625
30,754,2,46.0193603059625
30,755,2,46.0193603059625
30,756,2,46.0193603059625
30,757,2,46.0193603059625
30,758,2,46.0193603059625
30,759,2,46.0193603059625
30,760,2,46.0193603059625
30,761,2,46.0193603059625
30,762,2,46.0193603059625
30,763,2,46.0193603059625
30,764,2,46.0193603059625
30,765,2,46.0193603059625
30,766,2,46.0193603059625
30,767,2,46.0193603059625
30,768,2,46.0193603059625
30,769,2,46.0193603059625
30,770,2,46.0193603059625
30,771,2,46.0193603059625
30,772,2,46.0193603059625
30,773,2,46.0193603059625
30,774,2,46.0193603059625
30,775,2,46.0193603059625
30,776,2,46.0193603059625
30,777,2,46.0193603059625
30,778,2,46.0193603059625
30,779,2,46.0193603059625
30,780,1,57.99999999999999
30,781,2,46.0193603059625
30,782,2,46.0193603059625
30,783,2,46.0193603059625
30,784,2,46.0193603059625
30,785,2,46.0193603059625
30,786,2,46.0193603059625
30,787,2,46.0193603059625
30,788,2,46.0193603059625
30,789,2,46.0193603059625
30,790,2,46.0193603059625
30,791,2,46.0193603059625
30,792,2,46.0193603059625
30,793,2,46.0193603059625
30,794,2,46.0193603059625
30,795,2,46.0193603059625
30,796,2,46.0193603059625
30,797,2,46.0193603059625
30,798,2,46.0193603059625
30,799,2,46.0193603059625
30,800,2,46.0193603059625
30,801,2,46.0193603059625
30,802,2,46.0193603059625
30,803,2,46.0193603059625
30,804,2,46.0193603059625
30,805,2,46.0193603059625
30,806,2,46.0193603059625
30,807,2,46.0193603059625
30,808,2,46.0193603059625
30,809,2,46.0193603059625
30,810,1,57.99999999999999
30,811,2,46.0193603059625
30,812,2,46.0193603059625
30,813,2,46.0193603059625
30,814,2,46.0193603059625
30,815,2,46.0193603059625
30,816,2,46.0193603059625
30,817,2,46.0193603059625
30,818,2,46.0193603059625
30,819,2,46.0193603059625
30,820,2,46.0193603059625
30,821,2,46.0193603059625
30,822,2,46.0193603059625
30,823,2,46.0193603059625
30,824,2,46.0193603059625
30,825,2,46.0193603059625
30,826,2,46.0193603059625
30,827,2,46.0193603059625
30,828,2,46.0193603059625
30,829,2,46.0193603059625
30,830,2,46.0193603059625
30,831,2,46.0193603059625
30,832,2,46.0193603059625
30,833,2,46.0193603059625
30,834,2,46.0193603059625
30,835,2,46.0193603059625
30,836,2,46.0193603059625
30,837,2,46.0193603059625
30,838,2,46.0193603059625
30,839,2,46.0193603059625
30,840,1,57.99999999999999
30,841,2,46.0193603059625
30,842,2,46.0193603059625
30,843,2,46.0193603059625
30,844,2,46.0193603059625
30,845,2,46.0193603059625
30,846,2,46.0193603059625
30,847,2,46.0193603059625
30,848,2,46.0193603059625
30,849,2,46.0193603059625
30,850,2,46.0193603059625
30,851,2,46.0193603059625
30,852,2,46.0193603059625
30,853,2,46.0193603059625
30,854,2,46.0193603059625
30,855,2,46.0193603059625
30,856,2,46.0193603059625
30,857,2,46.0193603059625
30,858,2,46.0193603059625
30,859,2,46.0193603059625
30,860,2,46.0193603059625
30,861,2,46.0193603059625
30,862,2,46.0193603059625
30,863,2,46.0193603059625
30,864,2,46.0193603059625
30,865,2,46.0193603059625
30,866,2,46.0193603059625
30,867,2,46.0193603059625
30,868,2,46.0193603059625
30,869,2,46.0193603059625
30,870,1,57.99999999999999
30,871,2,46.0193603059625
30,872,2,46.0193603059625
30,873,2,46.0193603059625
30,874,2,46.0193603059625
30,875,2,46.0193603059625
30,876,2,46.0193603059625
30,877,2,46.0193603059625
30,878,2,46.0193603059625
30,879,2,46.0193603059625
30,880,2,46.0193603059625
30,881,2,46.0193603059625
30,882,2,46.0193603059625
30,883,2,46.0193603059625
30,884,2,46.0193603059625
30,885,2,46.0193603059625
30,886,2,46.0193603059625
30,887,2,46.0193603059625
30,888,2,46.0193603059625
30,889,2,46.0193603059625
30,890,2,46.0193603059625
30,891,2,46.0193603059625
30,892,2,46.0193603059625
30,893,2,46.0193603059625
30,894,2,46.0193603059625
30,895,2,46.0193603059625
30,896,2,46.0193603059625
30,897,2,46.0193603059625
30,898,2,46.0193603059625
30,899,2,46.0193603059625
30,900,1,57.99999999999999
